employeenumber;department;jobrole;age;monthlyincome;yearsatcompany;overtime;jobsatisfaction;worklifebalance;flag_turnover;prob_turnover;classificacao_risco_modelo
1252;Research & Development;Healthcare Representative;31;6812;10;No;1;3;0;0.040110610450595496;Baixo risco
515;Research & Development;Laboratory Technician;37;3034;18;No;1;2;0;0.039988073254968594;Baixo risco
384;Research & Development;Manufacturing Director;26;6397;6;No;2;1;0;0.03994836398189158;Baixo risco
1849;Sales;Sales Executive;43;5675;7;No;4;3;0;0.039668895226571535;Baixo risco
1469;Sales;Sales Executive;28;8463;5;No;1;3;0;0.03966312656246771;Baixo risco
709;Sales;Sales Executive;38;4028;7;No;4;3;0;0.039603059083465425;Baixo risco
721;Research & Development;Healthcare Representative;39;4553;20;No;3;3;0;0.039421332433668216;Baixo risco
110;Research & Development;Manufacturing Director;34;4325;5;No;2;3;0;0.03941025000834478;Baixo risco
1744;Human Resources;Human Resources;45;9756;5;No;3;4;0;0.03934962684304881;Baixo risco
249;Research & Development;Laboratory Technician;50;3690;3;No;3;2;0;0.03912420840477152;Baixo risco
1114;Sales;Sales Executive;33;4302;3;No;2;3;0;0.03911878980067924;Baixo risco
52;Sales;Sales Executive;33;5376;5;No;1;3;0;0.03899225144452526;Baixo risco
314;Sales;Sales Executive;35;8789;10;No;3;4;0;0.03892859967643629;Baixo risco
1032;Research & Development;Manufacturing Director;59;13726;5;Yes;4;3;0;0.038730179217128534;Baixo risco
1619;Research & Development;Laboratory Technician;27;4066;7;No;1;3;0;0.03863130921539463;Baixo risco
677;Sales;Sales Executive;33;7104;5;No;3;3;0;0.03836891940973731;Baixo risco
20;Research & Development;Manufacturing Director;29;9980;10;No;1;3;0;0.038273320573316866;Baixo risco
977;Research & Development;Research Scientist;58;2479;1;No;3;3;1;0.03816296334968838;Baixo risco
218;Research & Development;Research Scientist;27;2024;2;No;2;1;0;0.03785678824987624;Baixo risco
419;Research & Development;Laboratory Technician;36;5674;9;No;2;3;0;0.03768479529798072;Baixo risco
476;Sales;Sales Executive;26;5296;8;No;3;3;0;0.037582556166579476;Baixo risco
1029;Sales;Manager;42;18303;1;No;3;4;0;0.037218862224037176;Baixo risco
1068;Research & Development;Research Scientist;26;2007;5;No;3;3;0;0.036915620505167134;Baixo risco
1706;Sales;Sales Executive;43;7847;10;Yes;4;3;0;0.036729357606226365;Baixo risco
1446;Sales;Sales Executive;32;9204;4;No;4;2;0;0.03670348051616876;Baixo risco
1909;Sales;Sales Executive;41;4393;5;No;2;3;0;0.03666291006059467;Baixo risco
439;Research & Development;Research Scientist;32;5055;7;No;4;2;0;0.03631976140620832;Baixo risco
1555;Research & Development;Research Scientist;32;5878;7;No;2;3;0;0.035952366271475134;Baixo risco
1118;Research & Development;Healthcare Representative;52;10445;8;No;2;3;0;0.03585130984645968;Baixo risco
1852;Research & Development;Laboratory Technician;29;3812;11;No;4;4;0;0.03576520249030241;Baixo risco
102;Research & Development;Research Director;37;13664;5;No;3;4;0;0.03564487004533913;Baixo risco
969;Research & Development;Healthcare Representative;33;6949;5;No;4;3;0;0.0354125771643726;Baixo risco
1892;Research & Development;Manager;40;16823;19;No;1;3;0;0.03540039620236557;Baixo risco
1080;Research & Development;Research Scientist;46;4615;16;Yes;1;3;0;0.0351413752906549;Baixo risco
1466;Sales;Sales Executive;48;5486;2;No;1;3;0;0.034981953012803005;Baixo risco
241;Research & Development;Research Scientist;56;4257;2;Yes;1;3;0;0.03471813297650426;Baixo risco
1513;Research & Development;Laboratory Technician;29;3180;3;No;2;3;0;0.03460378914006775;Baixo risco
616;Research & Development;Healthcare Representative;41;6811;8;Yes;3;3;0;0.03452798991187388;Baixo risco
304;Research & Development;Laboratory Technician;36;5914;13;No;2;4;0;0.034496250923654846;Baixo risco
1918;Research & Development;Laboratory Technician;26;2544;7;No;4;3;0;0.034365936266074926;Baixo risco
339;Research & Development;Manufacturing Director;34;5957;11;No;1;3;0;0.03428201738986811;Baixo risco
1161;Research & Development;Healthcare Representative;37;5731;6;No;4;3;0;0.03424547369888462;Baixo risco
2019;Sales;Sales Representative;52;3482;9;No;4;2;0;0.034228560880179275;Baixo risco
458;Sales;Sales Executive;27;6214;8;No;2;3;0;0.03412478460117154;Baixo risco
1922;Research & Development;Healthcare Representative;45;5399;4;No;3;3;0;0.03394388018490838;Baixo risco
465;Research & Development;Research Scientist;23;2904;4;No;4;2;0;0.03389231843601444;Baixo risco
1745;Research & Development;Research Scientist;30;4968;9;No;1;3;0;0.033752981015533694;Baixo risco
1257;Research & Development;Research Scientist;36;3692;11;No;2;2;0;0.033706468277201744;Baixo risco
825;Research & Development;Research Director;58;19246;31;Yes;2;3;1;0.03359168370721553;Baixo risco
630;Research & Development;Research Scientist;52;5577;10;Yes;1;3;0;0.033389167211759455;Baixo risco
1457;Sales;Sales Executive;46;10096;7;No;4;4;1;0.03331474478609683;Baixo risco
1084;Research & Development;Manufacturing Director;30;9957;6;No;1;2;0;0.0332938552214914;Baixo risco
714;Sales;Sales Executive;27;4647;6;Yes;4;3;0;0.03305642999627149;Baixo risco
1241;Research & Development;Research Scientist;30;3579;11;Yes;2;3;0;0.03296632440311744;Baixo risco
54;Research & Development;Laboratory Technician;27;2341;1;No;1;3;0;0.03294537767805912;Baixo risco
1994;Research & Development;Laboratory Technician;33;2008;1;No;3;2;0;0.032733159249906704;Baixo risco
1278;Research & Development;Healthcare Representative;55;13577;33;Yes;2;3;0;0.03256187133867736;Baixo risco
2036;Sales;Sales Executive;36;5406;15;No;4;2;0;0.032150958768434136;Baixo risco
930;Research & Development;Research Scientist;28;2377;2;No;3;3;0;0.03203156037522705;Baixo risco
2048;Research & Development;Research Scientist;40;2809;2;No;3;3;0;0.032009858020450366;Baixo risco
35;Sales;Sales Executive;42;6825;9;No;2;3;0;0.031930838008865335;Baixo risco
273;Research & Development;Manufacturing Director;38;6261;7;No;4;1;0;0.03192881087594415;Baixo risco
13;Research & Development;Healthcare Representative;36;5237;7;No;3;2;0;0.03188121644487301;Baixo risco
242;Research & Development;Research Scientist;33;2500;3;No;4;4;0;0.03184941902245451;Baixo risco
1898;Sales;Sales Executive;27;6500;8;No;3;2;0;0.03142782192680219;Baixo risco
844;Research & Development;Research Director;27;12808;9;Yes;4;3;0;0.03126602531766994;Baixo risco
611;Research & Development;Manufacturing Director;29;4262;3;No;4;4;0;0.03119776278606509;Baixo risco
228;Sales;Sales Executive;30;9419;10;No;4;3;0;0.0311773673191386;Baixo risco
1062;Research & Development;Healthcare Representative;37;4107;4;No;2;2;0;0.031171299538024496;Baixo risco
621;Sales;Sales Executive;34;5337;10;No;4;3;0;0.031106313154555632;Baixo risco
1137;Sales;Sales Executive;35;4968;5;No;4;3;0;0.030882845097296413;Baixo risco
1800;Research & Development;Research Director;39;13464;4;No;3;3;0;0.030877801693226972;Baixo risco
1798;Research & Development;Research Scientist;33;3143;10;No;1;3;0;0.030862922729988196;Baixo risco
283;Sales;Sales Executive;29;7639;10;No;4;2;1;0.030741984083860315;Baixo risco
1847;Research & Development;Research Scientist;36;6962;1;Yes;2;3;0;0.030733246341845585;Baixo risco
335;Research & Development;Research Scientist;40;3319;9;No;4;3;0;0.030642548534278967;Baixo risco
1338;Human Resources;Manager;56;19717;7;No;2;3;0;0.03060837371896284;Baixo risco
1721;Research & Development;Laboratory Technician;31;3477;5;No;3;4;0;0.03056203802014469;Baixo risco
1166;Research & Development;Research Director;40;13499;18;No;3;2;0;0.030509680907129504;Baixo risco
1050;Sales;Sales Executive;53;7525;15;No;2;3;0;0.030435475391898347;Baixo risco
661;Research & Development;Research Director;43;16627;1;Yes;4;2;0;0.030372823869607844;Baixo risco
1729;Research & Development;Research Scientist;30;2862;10;No;4;2;0;0.03035289017235599;Baixo risco
497;Research & Development;Laboratory Technician;27;3816;5;No;2;3;0;0.030331335547293767;Baixo risco
1358;Research & Development;Laboratory Technician;25;3669;3;No;4;2;0;0.030317266624760142;Baixo risco
1654;Research & Development;Manufacturing Director;39;5295;5;No;2;3;0;0.030261282765822656;Baixo risco
1374;Research & Development;Research Scientist;34;2029;5;No;3;3;0;0.030260012055512903;Baixo risco
1993;Research & Development;Healthcare Representative;47;8633;17;No;3;3;0;0.030155574795067988;Baixo risco
1221;Research & Development;Laboratory Technician;36;2741;7;No;3;3;0;0.030055583806164392;Baixo risco
483;Research & Development;Laboratory Technician;40;2213;7;Yes;3;3;0;0.029941380498472857;Baixo risco
1829;Research & Development;Healthcare Representative;40;4448;7;No;1;3;0;0.029937800940408998;Baixo risco
1025;Research & Development;Manufacturing Director;41;5003;2;No;3;3;0;0.029930745125621952;Baixo risco
1417;Research & Development;Laboratory Technician;26;3578;7;No;1;3;0;0.02983101385314048;Baixo risco
1948;Research & Development;Research Scientist;31;3065;4;Yes;1;4;0;0.029503575077743097;Baixo risco
624;Research & Development;Healthcare Representative;46;10527;2;No;3;2;0;0.029480365044473055;Baixo risco
1190;Sales;Sales Representative;32;2827;1;No;1;3;0;0.029409959174066764;Baixo risco
601;Research & Development;Manufacturing Director;40;13237;20;No;3;3;0;0.02928959588213256;Baixo risco
101;Research & Development;Research Director;45;13245;0;Yes;1;4;0;0.028994756359055147;Baixo risco
406;Sales;Sales Executive;35;8020;11;No;2;2;0;0.028956442417998607;Baixo risco
1060;Research & Development;Research Scientist;38;2821;2;No;3;3;0;0.028552316854650872;Baixo risco
158;Sales;Manager;43;16959;25;Yes;4;4;0;0.028477920162368553;Baixo risco
1152;Human Resources;Human Resources;38;2844;7;No;3;4;0;0.028404854686835325;Baixo risco
1803;Research & Development;Healthcare Representative;42;5538;0;No;1;2;0;0.02835431370143009;Baixo risco
715;Research & Development;Research Scientist;37;4680;1;No;4;3;0;0.028303243223184945;Baixo risco
626;Sales;Sales Executive;37;8834;9;No;2;3;0;0.027934844965149003;Baixo risco
1756;Sales;Sales Executive;33;5147;11;No;2;2;0;0.02785840914486565;Baixo risco
704;Research & Development;Laboratory Technician;35;1281;1;No;3;3;0;0.02774635349741102;Baixo risco
126;Research & Development;Research Director;54;13549;4;No;3;1;0;0.027688866140775186;Baixo risco
1965;Sales;Sales Executive;27;4105;7;No;4;3;0;0.027633786266033557;Baixo risco
177;Human Resources;Human Resources;26;2942;8;No;3;3;0;0.027617507880280032;Baixo risco
1631;Research & Development;Manufacturing Director;37;5768;4;No;3;2;0;0.02760667139939294;Baixo risco
1471;Research & Development;Laboratory Technician;44;3162;5;No;3;3;0;0.0275235866832557;Baixo risco
1982;Research & Development;Laboratory Technician;23;2647;5;No;4;4;0;0.027503081991205304;Baixo risco
1543;Research & Development;Research Scientist;37;4285;10;No;4;3;0;0.02733284499554969;Baixo risco
271;Research & Development;Manufacturing Director;38;6553;1;No;3;3;0;0.027326509910462288;Baixo risco
53;Research & Development;Laboratory Technician;35;1951;1;No;4;3;0;0.027257160080990658;Baixo risco
712;Sales;Sales Executive;48;8120;2;No;2;3;0;0.027059266085365657;Baixo risco
227;Research & Development;Research Scientist;41;2451;9;No;3;3;0;0.02699033923452081;Baixo risco
1184;Research & Development;Healthcare Representative;34;5343;13;No;1;3;0;0.026941754234709504;Baixo risco
857;Sales;Sales Executive;36;6201;18;Yes;4;2;0;0.02692444367901442;Baixo risco
1947;Research & Development;Research Scientist;28;2144;5;No;3;2;0;0.026897674536434452;Baixo risco
340;Research & Development;Research Scientist;37;3920;3;No;1;2;0;0.026860752383077884;Baixo risco
1289;Human Resources;Human Resources;34;4490;10;No;2;4;0;0.02675201418025479;Baixo risco
353;Research & Development;Research Scientist;51;2723;1;No;4;2;0;0.02672864453164661;Baixo risco
733;Research & Development;Manufacturing Director;27;8793;9;No;1;2;0;0.026606496766632;Baixo risco
264;Research & Development;Manager;45;16792;20;No;4;3;0;0.02653941598836477;Baixo risco
682;Sales;Sales Executive;53;8381;14;No;1;4;0;0.02628721648757454;Baixo risco
341;Research & Development;Manufacturing Director;45;6434;3;No;3;3;0;0.026273873222425196;Baixo risco
1482;Research & Development;Research Scientist;30;1274;1;No;3;2;0;0.026129657873807978;Baixo risco
1073;Research & Development;Manufacturing Director;36;8858;14;No;4;2;0;0.025968582808419315;Baixo risco
843;Research & Development;Research Director;43;17159;4;No;1;3;0;0.02590668908566857;Baixo risco
1039;Sales;Sales Executive;44;13320;12;Yes;4;3;0;0.02578342798466122;Baixo risco
1794;Human Resources;Human Resources;37;4071;10;No;2;2;0;0.025618195959939017;Baixo risco
787;Research & Development;Manager;55;19859;5;Yes;1;3;1;0.0255381831033668;Baixo risco
1687;Research & Development;Laboratory Technician;38;3306;0;No;3;2;0;0.02525011195288576;Baixo risco
595;Sales;Sales Executive;48;4051;9;No;4;3;0;0.025066719241520697;Baixo risco
897;Sales;Sales Executive;53;11836;2;No;4;3;0;0.02502464374075136;Baixo risco
562;Research & Development;Laboratory Technician;30;2097;5;No;4;1;0;0.024901760210701594;Baixo risco
1120;Research & Development;Research Scientist;29;2514;7;No;4;3;0;0.024886827627068404;Baixo risco
1499;Human Resources;Human Resources;30;2064;5;No;3;4;0;0.024618489612737764;Baixo risco
1516;Research & Development;Manager;32;11244;5;No;4;4;0;0.024600419997345857;Baixo risco
1574;Research & Development;Research Scientist;32;4087;6;No;1;2;0;0.02443541856054733;Baixo risco
1501;Research & Development;Healthcare Representative;55;4035;3;Yes;3;3;0;0.024392144424668576;Baixo risco
1478;Sales;Sales Executive;34;4759;13;No;1;3;0;0.023746209200435568;Baixo risco
332;Research & Development;Laboratory Technician;39;2232;3;No;3;3;0;0.023651170285665195;Baixo risco
1962;Sales;Sales Executive;35;5204;10;Yes;4;3;0;0.023417865935128714;Baixo risco
981;Sales;Manager;53;14852;17;No;3;4;0;0.023256368218954444;Baixo risco
1027;Research & Development;Manufacturing Director;27;4227;3;No;4;3;0;0.02318880249738509;Baixo risco
302;Sales;Sales Executive;45;8865;19;No;4;3;0;0.023033903481471496;Baixo risco
244;Sales;Sales Executive;46;10453;24;No;1;3;0;0.022949797044216496;Baixo risco
118;Sales;Sales Executive;46;9619;9;No;4;3;1;0.02293990910083758;Baixo risco
1367;Research & Development;Manufacturing Director;51;13142;5;No;2;2;0;0.022920479794679195;Baixo risco
707;Sales;Sales Executive;25;4851;3;No;2;3;0;0.02288379633745644;Baixo risco
412;Research & Development;Healthcare Representative;28;5661;8;No;1;3;0;0.022389522856278606;Baixo risco
1854;Research & Development;Research Scientist;42;2936;6;No;3;2;0;0.022357329114417117;Baixo risco
1312;Research & Development;Healthcare Representative;36;7094;7;No;3;3;0;0.02232518903015499;Baixo risco
728;Sales;Sales Executive;47;4960;7;No;1;3;0;0.02230516497183745;Baixo risco
421;Research & Development;Research Director;38;12061;10;No;2;3;0;0.022223460283652508;Baixo risco
1573;Research & Development;Manufacturing Director;38;4855;5;No;2;3;1;0.02193419343020136;Baixo risco
1497;Sales;Sales Executive;29;8620;10;No;3;3;0;0.021892009178260036;Baixo risco
1265;Research & Development;Research Scientist;34;2585;1;No;3;2;0;0.021542803015634375;Baixo risco
1143;Research & Development;Research Scientist;29;3291;7;No;2;2;0;0.02139438994607308;Baixo risco
420;Sales;Sales Executive;32;5484;13;No;3;2;0;0.021392117773437743;Baixo risco
1582;Sales;Sales Executive;38;9924;9;No;2;3;0;0.021370809310031148;Baixo risco
1431;Research & Development;Research Scientist;34;2996;4;No;1;3;0;0.021313676671805667;Baixo risco
1349;Sales;Sales Executive;41;4103;9;No;1;3;0;0.021293044221241727;Baixo risco
499;Research & Development;Healthcare Representative;49;10965;5;No;3;3;0;0.021238766507145394;Baixo risco
722;Sales;Sales Executive;32;5396;10;No;4;2;0;0.0212327811280616;Baixo risco
1592;Research & Development;Research Scientist;23;2073;2;No;3;3;0;0.021150221831948708;Baixo risco
1553;Research & Development;Healthcare Representative;45;7441;10;No;2;3;0;0.021105557933768837;Baixo risco
338;Research & Development;Research Scientist;33;2911;2;No;4;2;0;0.02110040505448595;Baixo risco
1751;Research & Development;Research Scientist;27;3445;6;No;4;2;0;0.0210478162065613;Baixo risco
924;Research & Development;Healthcare Representative;36;6586;16;Yes;4;2;0;0.02103883159196504;Baixo risco
597;Sales;Manager;55;16835;10;No;2;3;0;0.020749377501003696;Baixo risco
1473;Research & Development;Healthcare Representative;49;6651;3;No;3;2;0;0.02065322408318074;Baixo risco
742;Research & Development;Research Director;36;11713;8;No;1;3;0;0.020639134007559443;Baixo risco
532;Sales;Sales Executive;56;13212;7;No;1;2;0;0.020581677450175796;Baixo risco
1254;Sales;Sales Executive;59;5171;6;No;4;3;0;0.02049004955699354;Baixo risco
1786;Research & Development;Manager;51;13116;2;No;3;3;0;0.020373424694028534;Baixo risco
469;Sales;Sales Executive;29;4649;4;No;3;2;0;0.02028285455297913;Baixo risco
567;Sales;Sales Executive;30;8412;9;No;1;3;0;0.020109923056241666;Baixo risco
349;Sales;Sales Executive;29;6931;3;No;4;3;0;0.019997956662159047;Baixo risco
717;Research & Development;Healthcare Representative;34;8621;8;No;2;4;0;0.019934792271680733;Baixo risco
2007;Research & Development;Research Scientist;22;3375;3;No;3;4;0;0.0199180161825975;Baixo risco
1293;Sales;Sales Executive;43;10231;21;No;4;4;0;0.019915329103455715;Baixo risco
1951;Sales;Sales Executive;34;8628;8;No;3;2;0;0.019800742216409817;Baixo risco
655;Research & Development;Research Scientist;27;2187;5;No;3;2;0;0.019792448808972494;Baixo risco
1527;Sales;Manager;46;16606;13;No;2;4;0;0.019789239349152277;Baixo risco
217;Research & Development;Research Scientist;22;2323;2;No;4;3;0;0.01969464585116441;Baixo risco
1858;Human Resources;Human Resources;28;2706;3;No;4;3;0;0.019627012920341826;Baixo risco
942;Research & Development;Healthcare Representative;35;4014;10;Yes;4;1;0;0.019597414445478377;Baixo risco
129;Sales;Sales Executive;28;4221;5;No;3;4;0;0.019556312864461706;Baixo risco
1015;Research & Development;Research Director;30;11416;8;Yes;1;2;0;0.019508097545377582;Baixo risco
855;Sales;Sales Executive;33;4037;9;No;1;3;0;0.01936486980758944;Baixo risco
2057;Research & Development;Manufacturing Director;31;9936;9;No;1;3;0;0.019317618138189108;Baixo risco
958;Research & Development;Laboratory Technician;36;2519;11;No;3;3;0;0.019225793528116885;Baixo risco
1368;Research & Development;Laboratory Technician;18;1611;0;No;4;4;0;0.019109885724798215;Baixo risco
387;Sales;Sales Executive;42;4907;20;No;3;3;0;0.01907907838919856;Baixo risco
1267;Sales;Manager;44;18213;22;No;2;3;0;0.01907732434997218;Baixo risco
526;Research & Development;Healthcare Representative;43;4522;5;Yes;3;3;0;0.01905672487149518;Baixo risco
211;Research & Development;Manufacturing Director;51;6132;1;No;3;3;0;0.019028463181224455;Baixo risco
260;Research & Development;Research Scientist;27;2279;7;No;2;2;0;0.018957476486938463;Baixo risco
202;Research & Development;Research Scientist;40;5605;20;No;2;3;0;0.018855031839527418;Baixo risco
1764;Research & Development;Research Scientist;32;2718;7;No;2;3;0;0.018832082042911712;Baixo risco
1308;Research & Development;Research Scientist;58;2372;2;No;3;3;0;0.01875255198528151;Baixo risco
516;Sales;Sales Executive;40;5715;5;No;2;3;0;0.01869653874466747;Baixo risco
1074;Research & Development;Manager;55;16756;9;No;1;4;0;0.01866012517980092;Baixo risco
1677;Research & Development;Manager;49;15379;8;No;3;3;0;0.018436129713917913;Baixo risco
1259;Research & Development;Research Scientist;27;2517;5;No;3;3;0;0.018424010354917995;Baixo risco
1595;Research & Development;Manager;42;19613;1;No;4;3;0;0.01838649089708936;Baixo risco
2024;Sales;Sales Executive;36;7644;9;No;4;3;0;0.01830591870615684;Baixo risco
2035;Sales;Sales Executive;34;6712;8;No;3;3;0;0.018299066029057013;Baixo risco
902;Research & Development;Healthcare Representative;43;5562;5;No;4;2;0;0.018162862096605878;Baixo risco
869;Human Resources;Human Resources;28;4936;5;No;4;3;0;0.018074916097658014;Baixo risco
1270;Research & Development;Research Scientist;23;1223;1;No;3;3;0;0.01803770265881373;Baixo risco
1937;Research & Development;Research Scientist;38;2133;20;Yes;2;3;0;0.0180296588683827;Baixo risco
204;Sales;Sales Executive;35;7295;10;No;2;3;0;0.01788429068760373;Baixo risco
544;Research & Development;Research Scientist;45;2654;2;No;4;2;0;0.01780061748774181;Baixo risco
944;Research & Development;Laboratory Technician;49;7403;26;No;2;2;0;0.01777511362313191;Baixo risco
1369;Research & Development;Laboratory Technician;35;5363;9;No;4;3;0;0.017681104304926105;Baixo risco
575;Research & Development;Research Director;46;17861;3;No;3;1;0;0.017677338995803482;Baixo risco
312;Sales;Sales Executive;29;7918;11;No;4;3;0;0.017673799374790487;Baixo risco
1755;Research & Development;Research Scientist;34;2932;5;Yes;4;3;0;0.017501027521403173;Baixo risco
966;Research & Development;Manufacturing Director;32;6725;8;No;1;4;0;0.017456727405240804;Baixo risco
378;Sales;Sales Executive;37;6502;5;No;4;4;0;0.0173892591754843;Baixo risco
865;Research & Development;Research Scientist;32;5175;5;No;3;2;0;0.017353099215016144;Baixo risco
239;Research & Development;Laboratory Technician;30;3072;12;No;1;3;0;0.017337596485392955;Baixo risco
1757;Sales;Sales Executive;49;4507;5;No;4;4;0;0.017305018163054915;Baixo risco
2041;Sales;Sales Executive;38;5343;10;No;4;3;0;0.017237366703058712;Baixo risco
571;Research & Development;Laboratory Technician;30;2564;11;No;4;2;0;0.017203771906990753;Baixo risco
1182;Research & Development;Manufacturing Director;35;10274;7;No;2;4;0;0.017128409471440974;Baixo risco
1986;Sales;Sales Executive;40;5677;11;No;2;3;0;0.01710570485997645;Baixo risco
1866;Research & Development;Manager;43;19392;16;No;3;3;0;0.017078396814518823;Baixo risco
1523;Research & Development;Research Director;44;16328;20;No;1;4;0;0.01688439852985313;Baixo risco
63;Research & Development;Laboratory Technician;35;2269;1;No;4;3;0;0.01663392098528944;Baixo risco
623;Research & Development;Manufacturing Director;37;7491;6;No;4;4;0;0.016574901559272857;Baixo risco
826;Research & Development;Research Scientist;35;2506;2;No;3;3;0;0.016562366845902062;Baixo risco
226;Research & Development;Manager;50;19926;5;No;2;3;0;0.016502043604375523;Baixo risco
471;Research & Development;Laboratory Technician;32;2370;8;No;2;3;0;0.016471454910509213;Baixo risco
1133;Research & Development;Manufacturing Director;36;7779;11;No;4;3;0;0.016420793843926498;Baixo risco
1590;Research & Development;Healthcare Representative;29;8853;6;No;4;4;0;0.01641616773337289;Baixo risco
1346;Research & Development;Research Scientist;40;4661;9;No;4;3;0;0.016406952488161156;Baixo risco
153;Research & Development;Manager;34;11631;11;No;1;3;0;0.016389920568311893;Baixo risco
154;Sales;Sales Executive;36;9738;9;No;4;3;0;0.01638596031424374;Baixo risco
372;Research & Development;Healthcare Representative;45;13496;20;Yes;4;3;0;0.01632054960310802;Baixo risco
450;Research & Development;Research Scientist;54;4869;4;No;3;2;0;0.01623662302723588;Baixo risco
58;Research & Development;Research Director;41;19545;22;No;3;3;1;0.01622539949385823;Baixo risco
162;Research & Development;Research Director;51;19537;20;No;3;3;0;0.01617322625311826;Baixo risco
797;Research & Development;Research Scientist;34;3280;4;No;4;3;0;0.0160302212201592;Baixo risco
1552;Research & Development;Healthcare Representative;40;4069;2;Yes;4;3;0;0.015984578091014064;Baixo risco
1737;Research & Development;Laboratory Technician;39;6472;9;Yes;4;3;0;0.01597311231440172;Baixo risco
1969;Research & Development;Research Scientist;54;2897;4;No;3;2;0;0.015885495502749748;Baixo risco
501;Research & Development;Research Scientist;36;2543;2;No;3;3;0;0.015832708688673407;Baixo risco
1628;Research & Development;Manufacturing Director;40;10435;18;No;3;3;0;0.015817728362444064;Baixo risco
534;Sales;Sales Executive;41;8392;10;No;1;3;0;0.015809167208072846;Baixo risco
143;Research & Development;Research Scientist;25;2889;2;No;4;3;0;0.01558786914322662;Baixo risco
1871;Research & Development;Research Scientist;39;3902;2;No;4;3;0;0.01558305144156895;Baixo risco
949;Research & Development;Research Scientist;36;4678;6;No;4;3;0;0.015573859503225191;Baixo risco
631;Sales;Sales Executive;32;4707;4;No;3;3;1;0.015375860529898448;Baixo risco
1651;Research & Development;Healthcare Representative;36;8008;3;No;1;3;0;0.015359916488028478;Baixo risco
160;Sales;Sales Executive;33;6146;7;No;2;4;0;0.015332438470014333;Baixo risco
410;Sales;Manager;41;16015;22;No;2;3;0;0.015164933808308256;Baixo risco
42;Sales;Sales Representative;39;2086;1;No;4;4;1;0.01507639220954383;Baixo risco
1693;Research & Development;Laboratory Technician;26;2570;7;No;4;3;0;0.015063263951409724;Baixo risco
1061;Research & Development;Research Director;50;19237;8;Yes;3;2;0;0.015026847578583259;Baixo risco
477;Research & Development;Healthcare Representative;42;6781;1;No;4;3;0;0.01497534448071682;Baixo risco
1009;Research & Development;Manufacturing Director;24;4377;4;No;3;3;0;0.014936828177690702;Baixo risco
1834;Research & Development;Research Scientist;28;3591;3;No;1;3;0;0.0149236848261949;Baixo risco
1873;Research & Development;Research Scientist;55;2662;5;No;4;4;0;0.01474861831066792;Baixo risco
524;Research & Development;Manufacturing Director;31;4306;13;No;1;1;0;0.014697930903835817;Baixo risco
2;Research & Development;Research Scientist;49;5130;10;No;2;3;0;0.0146832378308324;Baixo risco
710;Research & Development;Research Scientist;29;2720;10;No;4;3;0;0.014659886450667955;Baixo risco
461;Research & Development;Research Director;38;11510;11;Yes;4;3;0;0.014614353055601971;Baixo risco
1177;Research & Development;Laboratory Technician;26;4420;8;No;4;3;0;0.014612671021568022;Baixo risco
1588;Sales;Sales Executive;39;8237;7;No;3;3;0;0.014589717932871069;Baixo risco
1789;Research & Development;Research Director;46;19328;2;Yes;4;3;0;0.014461646081474464;Baixo risco
350;Research & Development;Manufacturing Director;25;4898;4;No;3;3;0;0.014426291307325673;Baixo risco
887;Research & Development;Research Scientist;49;3580;4;No;1;3;0;0.014220135614920956;Baixo risco
1099;Research & Development;Healthcare Representative;33;7119;3;No;4;3;0;0.014130222713410346;Baixo risco
491;Research & Development;Healthcare Representative;50;10496;4;No;4;3;0;0.014007974398065259;Baixo risco
945;Research & Development;Research Scientist;48;2259;0;No;3;2;0;0.013993105628983636;Baixo risco
985;Sales;Sales Executive;39;7880;8;No;3;3;0;0.013953908621139363;Baixo risco
905;Research & Development;Manager;50;17924;31;No;1;3;0;0.013935901421254695;Baixo risco
2025;Research & Development;Manufacturing Director;36;5131;4;No;2;3;0;0.013770277521802427;Baixo risco
327;Sales;Manager;43;16064;17;Yes;4;3;0;0.013735513546303138;Baixo risco
1778;Human Resources;Human Resources;43;3539;9;No;4;3;0;0.01366636869458041;Baixo risco
1644;Research & Development;Manager;48;15202;2;No;4;3;0;0.013636038948531144;Baixo risco
1268;Sales;Sales Executive;33;8380;9;Yes;3;3;0;0.013574418206209742;Baixo risco
716;Research & Development;Laboratory Technician;50;3221;20;Yes;3;3;0;0.013531344052391262;Baixo risco
2034;Research & Development;Manufacturing Director;41;13570;20;No;2;3;0;0.013490139533823909;Baixo risco
1544;Research & Development;Healthcare Representative;29;9715;7;No;1;3;0;0.013480283221790198;Baixo risco
287;Research & Development;Healthcare Representative;40;4876;3;No;4;1;0;0.013244873805944572;Baixo risco
452;Research & Development;Research Scientist;45;3697;10;No;4;3;0;0.012972859673985607;Baixo risco
76;Research & Development;Laboratory Technician;31;5915;7;No;4;2;0;0.012924351826678816;Baixo risco
2065;Sales;Sales Executive;49;5390;9;No;2;2;0;0.012859410114702815;Baixo risco
1546;Research & Development;Research Scientist;45;2132;5;No;4;3;0;0.012765944787832825;Baixo risco
880;Research & Development;Manufacturing Director;35;10685;17;Yes;3;3;0;0.012745262276237238;Baixo risco
1355;Sales;Sales Executive;38;6893;7;No;1;3;0;0.012677172902962042;Baixo risco
1602;Sales;Manager;46;17567;26;No;1;1;0;0.012676945341138904;Baixo risco
2037;Sales;Sales Executive;41;8938;5;No;2;3;0;0.012653750668965721;Baixo risco
